student_name,exam_mode,tot_question,tot_que_attempted,que_att_within_idl_time,idl_time_correct_que,tot_correct_que,questions_to_pass,result,tot_exam_time,exam_finish_time_in_sec,finish_time_in_min,prediction
Skippy Garrat,remote,40,22,21,6,12,24,fail,120,4645,77,Genuine
Sky Osan,center_based,40,20,2,1,10,24,fail,120,2867,47,Genuine
Slade Orgill,remote,40,31,5,0,25,24,pass,120,3649,60,Genuine
Sofia Clulee,remote,30,24,16,16,18,18,pass,90,4815,80,Genuine
Sonni Hellsdon,center_based,30,26,14,11,20,18,pass,90,3674,61,Cheating
Sophi Skotcher,center_based,40,34,19,14,32,24,pass,120,1824,30,Genuine
Spencer Al Hirsi,remote,50,22,14,3,15,30,fail,150,2921,48,Genuine
Spike Maytum,center_based,50,39,0,0,39,30,pass,150,60,1,Genuine
Stace Dietsche,center_based,50,35,19,3,30,30,pass,150,1110,18,Genuine
Stanton Jemmison,remote,50,49,14,2,6,30,fail,150,5637,93,Genuine
Stefanie Summerill,center_based,20,20,0,0,1,12,fail,60,305,5,Genuine
Steffie Ber,center_based,30,20,18,18,18,18,pass,90,3586,59,Cheating
Stella Chipchase,center_based,30,14,5,3,14,18,fail,90,133,2,Genuine
Stephan Ludewig,remote,50,29,14,3,11,30,fail,150,7170,119,Genuine
Stephana Castagneri,remote,20,19,17,7,17,12,pass,60,3476,57,Genuine
Stephanus Lamcken,remote,40,40,7,2,11,24,fail,120,6641,110,Genuine
Stephenie Ashington,remote,40,13,8,3,7,24,fail,120,1793,29,Genuine
Stevana Plampeyn,remote,40,27,26,0,1,24,fail,120,4564,76,Genuine
Stewart Oller,center_based,20,16,13,4,10,12,fail,60,109,1,Genuine
Stillmann Audenis,center_based,50,14,10,0,0,30,fail,150,4862,81,Genuine
Stirling Wartonby,remote,50,31,25,16,17,30,fail,150,4287,71,Genuine
Storm Spaice,remote,20,14,11,2,7,12,fail,60,408,6,Genuine
Stuart Maulkin,remote,20,17,15,2,15,12,pass,60,2794,46,Genuine
Sunshine Irvin,center_based,30,14,11,1,1,18,fail,90,4810,80,Genuine
Susana Simkin,remote,50,21,1,0,18,30,fail,150,5068,84,Genuine
Susanna Labbett,center_based,20,15,7,1,13,12,pass,60,2829,47,Genuine
Susanna Steggals,center_based,50,19,7,1,15,30,fail,150,4369,72,Genuine
Sydney Rosini,remote,40,17,4,1,10,24,fail,120,1243,20,Genuine
Sylvan Schreiner,remote,40,33,18,15,29,24,pass,120,5852,97,Cheating
Tabbie Lymer,remote,20,17,7,4,15,12,pass,60,795,13,Genuine
Tabby Mohamed,center_based,40,40,31,18,21,24,fail,120,5478,91,Genuine
Tadio Marushak,remote,30,20,14,7,7,18,fail,90,1283,21,Genuine
Talbot Duckwith,center_based,40,34,9,5,26,24,pass,120,233,3,Genuine
Tallulah Rappa,remote,40,17,14,0,6,24,fail,120,4629,77,Genuine
Tamarra Thrustle,remote,40,15,9,9,15,24,fail,120,1355,22,Genuine
Tamiko Kilfeather,remote,50,32,3,2,9,30,fail,150,3714,61,Genuine
Tammara Lantiffe,remote,20,15,7,4,9,12,fail,60,1271,21,Genuine
Tammi Brandin,remote,20,13,2,0,2,12,fail,60,1390,23,Genuine
Tammi Cromblehome,remote,20,16,16,14,15,12,pass,60,2181,36,Cheating
Tan McCrory,remote,50,14,12,4,8,30,fail,150,7083,118,Genuine
Tann Roubottom,center_based,20,17,16,12,13,12,pass,60,3248,54,Cheating
Tansy Greatland,remote,50,30,2,1,5,30,fail,150,3561,59,Genuine
Tansy Rawlings,center_based,40,17,4,1,13,24,fail,120,4279,71,Genuine
Tarra Lempke,remote,50,16,0,0,1,30,fail,150,6140,102,Genuine
Tate Tattam,remote,40,14,4,4,9,24,fail,120,6593,109,Genuine
Tatiana Scourge,center_based,30,13,10,3,10,18,fail,90,5226,87,Genuine
Tedd Dowsing,remote,50,50,21,1,36,30,pass,150,4763,79,Genuine
Tedie Maffini,remote,30,20,8,3,9,18,fail,90,1922,32,Genuine
Tedie Scawton,center_based,40,13,9,7,7,24,fail,120,5100,85,Genuine
Temp Gentsch,remote,30,16,9,5,16,18,fail,90,3174,52,Genuine
Terence Joss,center_based,30,24,0,0,11,18,fail,90,4883,81,Genuine
Terrell Bowes,center_based,50,42,21,15,30,30,pass,150,2309,38,Genuine
Terri Duesbury,center_based,50,24,12,7,19,30,fail,150,3728,62,Genuine
Tessi Trousdell,center_based,20,10,5,3,5,12,fail,60,1150,19,Genuine
Tessie Haliburton,remote,20,12,8,2,4,12,fail,60,1913,31,Genuine
Thacher Hirtz,remote,50,22,19,13,21,30,fail,150,3395,56,Genuine
Thayne Walewicz,remote,40,17,14,5,17,24,fail,120,5019,83,Genuine
Theresita Devenish,remote,20,14,8,0,12,12,pass,60,2343,39,Genuine
Theresita Koopman,remote,30,25,4,3,12,18,fail,90,3089,51,Genuine
Thia Labbey,center_based,20,13,11,0,11,12,fail,60,1507,25,Genuine
Thorny Ensor,center_based,20,13,13,0,12,12,pass,60,262,4,Genuine
Thorsten Seedhouse,center_based,30,18,16,7,8,18,fail,90,934,15,Genuine
Thurston Killiam,remote,20,20,5,0,7,12,fail,60,3436,57,Genuine
Tiff Esel,center_based,50,50,7,4,4,30,fail,150,1353,22,Genuine
Tiffany Orrock,remote,30,30,11,4,13,18,fail,90,4244,70,Genuine
Tiffie Toffetto,center_based,50,30,0,0,2,30,fail,150,2674,44,Genuine
Tilda Murty,remote,40,17,15,12,15,24,fail,120,6537,108,Genuine
Tilly Delatour,center_based,50,20,13,5,11,30,fail,150,1709,28,Genuine
Timi Pighills,remote,40,19,12,4,14,24,fail,120,3147,52,Genuine
Timmie Munt,center_based,50,40,27,27,39,30,pass,150,7008,116,Genuine
Timmie Westwell,remote,50,22,20,11,17,30,fail,150,1907,31,Genuine
Tirrell Lednor,remote,40,14,8,1,1,24,fail,120,1932,32,Genuine
Tisha Shemwell,center_based,40,17,10,0,7,24,fail,120,4225,70,Genuine
Tobiah Budgen,center_based,20,15,7,5,8,12,fail,60,2281,38,Genuine
Toby Crawshaw,remote,30,19,18,9,10,18,fail,90,2228,37,Genuine
Tom Boyton,center_based,40,12,6,4,6,24,fail,120,4776,79,Genuine
Tomi Collibear,remote,20,18,11,5,12,12,pass,60,3488,58,Genuine
Tommie Stainer,remote,50,26,19,1,9,30,fail,150,8002,133,Genuine
Toni Tittletross,remote,30,25,20,4,17,18,fail,90,272,4,Genuine
Tore Kilminster,remote,30,18,17,14,15,18,fail,90,2297,38,Genuine
Tori Fatscher,remote,40,13,7,2,9,24,fail,120,3376,56,Genuine
Torr Batterson,center_based,50,31,25,2,3,30,fail,150,4274,71,Genuine
Torry Gebhard,remote,20,16,11,4,5,12,fail,60,1529,25,Genuine
Tracie Hendrich,remote,40,20,19,15,17,24,fail,120,1528,25,Genuine
Travers Blackway,remote,30,23,4,2,3,18,fail,90,4849,80,Genuine
Tremaine Iacopo,remote,40,25,1,1,23,24,fail,120,4019,66,Genuine
Tremayne Daintrey,remote,30,18,18,1,11,18,fail,90,2877,47,Genuine
Tressa Erangy,remote,50,27,1,0,18,30,fail,150,2393,39,Genuine
Tressa Kobieriecki,remote,30,14,9,5,7,18,fail,90,3162,52,Genuine
Trey Jertz,remote,20,18,9,2,6,12,fail,60,2733,45,Genuine
Trisha Gerrets,remote,20,18,4,0,18,12,pass,60,1292,21,Genuine
Trixi Bartosik,remote,50,13,6,0,5,30,fail,150,5757,95,Genuine
Truda Braffington,remote,40,34,0,0,34,24,pass,120,669,11,Genuine
Trudy Bugby,center_based,20,19,15,1,16,12,pass,60,1871,31,Genuine
Trumann todor,remote,20,13,8,1,10,12,fail,60,2324,38,Genuine
Tuckie Coiley,center_based,50,20,7,2,6,30,fail,150,6963,116,Genuine
Tudor Mole,remote,30,17,4,0,15,18,fail,90,1380,23,Genuine
Tuesday Jeromson,remote,20,16,5,0,7,12,fail,60,104,1,Genuine
Tulley Hudleston,remote,30,18,10,10,13,18,fail,90,893,14,Genuine
Twila Erickson,remote,40,35,11,9,20,24,fail,120,1563,26,Genuine
Twyla Faircliff,remote,30,25,9,1,12,18,fail,90,4010,66,Genuine
Tymon Treece,center_based,40,35,34,27,34,24,pass,120,994,16,Cheating
Tyson Gherardini,remote,20,15,5,4,15,12,pass,60,323,5,Genuine
Ulrika Lyles,remote,20,12,5,0,8,12,fail,60,379,6,Genuine
Umeko Hurcombe,remote,20,10,7,4,8,12,fail,60,649,10,Genuine
Urbain Binge,remote,50,39,39,20,26,30,fail,150,987,16,Genuine
Vachel Jankovic,remote,40,23,1,0,10,24,fail,120,3864,64,Genuine
Vachel Pope,remote,40,26,9,6,7,24,fail,120,6230,103,Genuine
Vaclav Oliver-Paull,remote,50,38,12,9,35,30,pass,150,1590,26,Genuine
Vally Mapplethorpe,remote,50,19,11,5,12,30,fail,150,6341,105,Genuine
Valma Mawdsley,remote,40,33,15,10,22,24,fail,120,1145,19,Genuine
Van Tillyer,center_based,30,12,2,1,9,18,fail,90,3836,63,Genuine
Vanni MacAne,remote,40,19,2,2,10,24,fail,120,6805,113,Genuine
Vanya Crichmer,center_based,30,20,19,13,19,18,pass,90,4812,80,Genuine
Vasily Blundin,remote,50,40,6,3,3,30,fail,150,8407,140,Genuine
Vassili Foakes,center_based,50,10,8,1,9,30,fail,150,7757,129,Genuine
Vick Carse,remote,50,32,20,6,30,30,pass,150,7098,118,Genuine
Victor Remer,remote,40,33,18,13,23,24,fail,120,6749,112,Genuine
Vikky Caulkett,remote,40,31,30,30,31,24,pass,120,7027,117,Cheating
Vin Yurenev,remote,50,28,12,3,9,30,fail,150,7726,128,Genuine
Vina Riccione,center_based,30,28,12,10,26,18,pass,90,430,7,Genuine
Vinny Faircloth,remote,50,15,7,7,7,30,fail,150,4001,66,Genuine
Violette Allmann,remote,50,33,15,7,17,30,fail,150,7998,133,Genuine
Virgil Bradley,remote,50,49,3,1,36,30,pass,150,5800,96,Genuine
Vite Tomlins,center_based,30,18,17,16,17,18,fail,90,1431,23,Genuine
Viva Bunson,remote,30,30,10,8,17,18,fail,90,3912,65,Genuine
Viva Sayle,remote,40,24,2,2,17,24,fail,120,1797,29,Genuine
Vivi Abramin,center_based,50,39,34,20,39,30,pass,150,1593,26,Genuine
Vivyan Beckinsall,remote,40,40,35,30,34,24,pass,120,1723,28,Cheating
Vivyanne Wakeham,center_based,40,34,8,2,25,24,pass,120,5210,86,Genuine
Vladamir Chiplin,remote,20,17,13,7,9,12,fail,60,3323,55,Genuine
Wallis Crowley,remote,50,13,11,3,7,30,fail,150,2975,49,Genuine
Wallis Nichols,center_based,50,17,3,1,1,30,fail,150,7767,129,Genuine
Wandie Playdon,remote,30,15,0,0,8,18,fail,90,2780,46,Genuine
Ware Bernadon,remote,40,16,14,4,5,24,fail,120,1240,20,Genuine
Warren Fossett,remote,30,17,5,4,12,18,fail,90,4505,75,Genuine
Waylan Turbitt,center_based,40,18,7,3,16,24,fail,120,1211,20,Genuine
Wayne Plumptre,remote,50,24,7,3,24,30,fail,150,1579,26,Genuine
Webb Skaife d'Ingerthorpe,center_based,40,14,12,11,13,24,fail,120,5940,99,Genuine
Webb Szymanowicz,center_based,20,19,1,0,6,12,fail,60,2878,47,Genuine
Welbie O'Kieran,remote,20,11,4,3,3,12,fail,60,2616,43,Genuine
Wendi Dowzell,center_based,40,10,7,0,9,24,fail,120,1763,29,Genuine
Wendye Tansill,center_based,20,11,9,0,1,12,fail,60,2348,39,Genuine
Weston Sevitt,center_based,50,34,27,12,29,30,fail,150,3422,57,Genuine
Whitby McFaul,remote,40,33,31,31,33,24,pass,120,402,6,Cheating
Whitney Sitwell,center_based,30,12,1,0,12,18,fail,90,4330,72,Genuine
Wilfrid Matveiko,remote,50,22,16,6,20,30,fail,150,8881,148,Genuine
Wilie Cory,remote,30,17,17,3,10,18,fail,90,1961,32,Genuine
Will Royans,remote,20,19,1,0,4,12,fail,60,1058,17,Genuine
Willard Merrick,center_based,20,15,8,1,6,12,fail,60,2522,42,Genuine
Willey Tomaino,remote,20,19,7,6,8,12,fail,60,415,6,Genuine
Willi Rounding,remote,30,28,12,8,20,18,pass,90,1500,25,Genuine
Willis Larby,remote,40,11,7,5,9,24,fail,120,5637,93,Genuine
Willyt Egentan,remote,50,34,23,8,11,30,fail,150,6682,111,Genuine
Wilmette Amiable,center_based,50,42,21,6,41,30,pass,150,6019,100,Genuine
Win Titlow,remote,20,19,8,0,6,12,fail,60,1240,20,Genuine
Windham Beales,remote,50,46,11,8,22,30,fail,150,4417,73,Genuine
Winna Blandamere,center_based,30,21,8,3,9,18,fail,90,2877,47,Genuine
Winnie Japp,center_based,20,15,6,3,15,12,pass,60,448,7,Genuine
Winonah Kinglesyd,center_based,30,19,10,9,13,18,fail,90,1446,24,Genuine
Winonah O'Farrell,center_based,20,13,13,13,13,12,pass,60,388,6,Cheating
Woody Bigby,remote,20,16,5,4,11,12,fail,60,794,13,Genuine
Worth Banes,remote,40,33,7,0,10,24,fail,120,4602,76,Genuine
Worthy Mattiuzzi,remote,30,22,9,3,4,18,fail,90,3881,64,Genuine
Wrennie Holdforth,remote,20,18,0,0,7,12,fail,60,3216,53,Genuine
Wrennie Willoughway,remote,30,10,6,4,7,18,fail,90,2460,41,Genuine
Wright Eberz,remote,40,27,0,0,0,24,fail,120,2856,47,Genuine
Wyatan Gleader,center_based,30,21,3,0,9,18,fail,90,3335,55,Genuine
Wylma Cunningham,remote,30,23,8,2,14,18,fail,90,2177,36,Genuine
Xena Snawden,remote,20,13,12,11,13,12,pass,60,1203,20,Genuine
Xenos Golt,center_based,50,14,2,2,6,30,fail,150,2949,49,Genuine
Xenos Weildish,remote,30,25,20,13,14,18,fail,90,2528,42,Genuine
Xylina Clewes,center_based,40,19,14,9,9,24,fail,120,2246,37,Genuine
Xymenes Butner,center_based,50,38,8,4,35,30,pass,150,7172,119,Genuine
Xymenes Laviste,remote,40,37,35,0,7,24,fail,120,5145,85,Genuine
Yanaton Latchford,center_based,50,10,5,5,8,30,fail,150,7476,124,Genuine
Yasmin Lambarth,remote,20,13,2,0,4,12,fail,60,928,15,Genuine
Yehudi Corradetti,center_based,50,12,8,5,5,30,fail,150,5049,84,Genuine
Yehudit Solon,center_based,30,12,2,2,10,18,fail,90,5213,86,Genuine
Yelena Sor,remote,50,36,1,0,32,30,pass,150,5633,93,Genuine
Yetta Tebbutt,remote,50,31,24,21,31,30,pass,150,1470,24,Genuine
Ynez Bulford,remote,50,21,15,4,19,30,fail,150,1965,32,Genuine
Yolande Dawdry,remote,30,28,16,5,27,18,pass,90,305,5,Genuine
Yovonnda Bellerby,remote,50,30,22,2,14,30,fail,150,5203,86,Genuine
Yovonnda Duligal,remote,30,12,8,2,9,18,fail,90,137,2,Genuine
Ysabel Morse,remote,20,12,10,1,4,12,fail,60,2734,45,Genuine
Yves French,center_based,20,12,0,0,2,12,fail,60,2173,36,Genuine
Zachariah Brauner,remote,50,36,15,11,32,30,pass,150,2742,45,Genuine
Zacharias Febry,center_based,20,12,12,3,4,12,fail,60,1348,22,Genuine
Zebulon Meiner,remote,30,17,10,1,17,18,fail,90,726,12,Genuine
Zechariah Phillcox,remote,30,11,1,0,10,18,fail,90,3736,62,Genuine
Zena Fantin,remote,40,29,4,3,17,24,fail,120,4180,69,Genuine
Zenia Windaybank,center_based,50,43,5,5,38,30,pass,150,8885,148,Genuine
Zita Castanyer,remote,30,23,4,1,8,18,fail,90,2766,46,Genuine
Zitella O'Shesnan,remote,20,13,10,2,4,12,fail,60,1689,28,Genuine
Zoe Perren,remote,50,42,19,5,32,30,pass,150,6846,114,Genuine
Zola Royds,remote,20,18,15,8,17,12,pass,60,1180,19,Genuine
Zorina Oki,remote,30,15,6,2,9,18,fail,90,2882,48,Genuine
Zsa zsa Watkinson,remote,50,26,2,2,14,30,fail,150,5225,87,Genuine
